stop_id,stop_name,stop_lat,stop_lon
6228,Indiana Pça Cel Oscar Sa ,-30.021822,-51.15529
2864,Palmeira 248 ,-30.038405,-51.178887
6592,Joao Caetano 79 ,-30.037253,-51.177347
6591,Lageado 521 ,-30.039946,-51.186114
6590,Lageado 361 ,-30.03941,-51.184291
6589,Bage 1088 ,-30.037495,-51.180004
4017,Gomes De Freitas 245 ,-30.012279,-51.143245
5056,Carlos Gomes 1361 ,-30.033182,-51.178806
1062,Juca Batista Al 1856 Motel,-30.146497,-51.21024
288,Edgar Pires De Castro 1405 Campos De Ipanema,-30.155255,-51.176516
5099,Juca Batista Al 4330 Figueira/Casa Branca,-30.158496,-51.191949
692,Eduardo Prado 2165 ,-30.137633,-51.220028
694,Eduardo Prado 1954 ,-30.135826,-51.219127
695,Eduardo Prado 1971 ,-30.13601,-51.219303
6245,Eduardo Prado 1663 ,-30.133521,-51.21832
696,Eduardo Prado 1541 ,-30.132217,-51.218082
717,Eduardo Prado 900 Dmae ,-30.127421,-51.219559
711,Eduardo Prado 784 ,-30.125635,-51.219951
5441,Eduardo Prado Df 724 Dmae/814 ,-30.126412,-51.220047
693,Eduardo Prado 2170 ,-30.137697,-51.219967
4093,Sertorio Df 6315 ,-29.997745,-51.143873
722,Eduardo Prado 126 ,-30.12073,-51.223346
930,Cavalhada 2517 ,-30.099189,-51.231457
2350,Silva Jardim 148 ,-30.023243,-51.1904
3250,Francisco De Aquino 169 ,-30.034664,-51.149597
6263,Francisco De Aquino 20 ,-30.034231,-51.150872
6265,Francisco De Aquino 156 ,-30.034509,-51.149334
6264,Francisco De Aquino 53 ,-30.034462,-51.150658
3897,Dom Diogo De Souza 483 ,-30.014854,-51.154603
6587,Antonio Joaquim Mesquita 524 ,-30.015633,-51.161321
6510,Conselheiro D'avila Df 669 ,-29.999582,-51.156505
4740,Martim Felix Berta 337 ,-30.019492,-51.107284
4722,Martim Felix Berta 789 ,-30.023784,-51.107724
6586,Santa Flora Esq R. Monte Arr ,-30.09124,-51.228868
1239,Dr Ney Cabral Df 343 ,-30.088166,-51.212936
5513,Clemente Pereira 1270 ,-30.070413,-51.162427
5514,Clemente Pereira 1303 ,-30.0705,-51.162068
5627,Clemente Pereira 1019 ,-30.070764,-51.164356
5511,Clemente Pereira 455 ,-30.070945,-51.165495
5510,Clemente Pereira 452 ,-30.070863,-51.165444
5512,Clemente Pereira Df 1008 ,-30.070713,-51.164463
5508,Clemente Pereira Df 271 ,-30.071092,-51.167432
3174,Antonio Carvalho 960 ,-30.056166,-51.147554
2989,Sao Lucas 420 ,-30.044908,-51.167124
2990,Sao Lucas 295 ,-30.043608,-51.167078
3155,Antonio Carvalho 333 ,-30.063315,-51.149626
2991,Sao Lucas Df 295 ,-30.043566,-51.166992
2674,Juarez Tavora 406 ,-30.065709,-51.173854
2675,Juarez Tavora 427 Ferragem Conte,-30.065971,-51.173887
2706,Juarez Tavora 44 ,-30.06465,-51.173788
5747,Marechal Mallet 291 ,-30.064628,-51.172079
2705,Juarez Tavora Df 54 Praça,-30.064608,-51.173856
2709,Marechal Mallet 306 Esc Educacao Infantil Turma Do Barulho,-30.064508,-51.171706
5097,Marechal Mallet 135 Pça. Fco. Alves,-30.064481,-51.173189
2737,Santa Teresa Vl Sao Jose Comunitaria Df 492/498 Esc Mun 1 Grau Morro Da Cruz,-30.077804,-51.160416
2741,Ernesto Araujo 1450/Al 850 Mercado,-30.075375,-51.161695
2677,Angelo Barcelos 659 ,-30.066833,-51.172644
6307,Angelo Barcelos 642 ,-30.066739,-51.172614
2742,Nove De Junho 1638 Caixa Da Agua,-30.076825,-51.160135
2738,Vinte Cinco De Julho Vl S Jose Com Df 1760 ,-30.076855,-51.161824
2743,Nove De Junho 1555 ,-30.075174,-51.160625
2750,Nove De Junho 1181 ,-30.072848,-51.160982
5990,Nove De Junho 989 ,-30.071507,-51.161201
2752,Nove De Junho 845 ,-30.069709,-51.161633
2753,Nove De Junho Df 1075 ,-30.072521,-51.160956
519,Pereira Passos Df 520 Praça,-30.101586,-51.259096
487,Prof Cecilia Corseuil Df 285 ,-30.117112,-51.256344
2669,Luiz Moschetti 807 ,-30.073282,-51.17422
2647,Dr Manoel Jose Lopes Fernandes 203 ,-30.075254,-51.174376
2654,Ten Castelo 12 Igreja Batista Fundamental,-30.074626,-51.173246
6585,Ten Ary Tarrago Df 329 ,-30.039363,-51.13556
3749,Eng Alexandre Martins Da Rosa Al Portão 12 ,-29.977775,-51.183897
1189,Tres Meninas Df 379 ,-30.118659,-51.199378
6584,Tres Meninas 279 ,-30.118708,-51.200387
6283,Tres Meninas 379 ,-30.118731,-51.199272
6581,Xavier De Carvalho 83 ,-29.994523,-51.131103
6580,Xavier De Carvalho 52 ,-29.994736,-51.130779
3884,Edmundo Bastian Df 826 ,-30.004161,-51.159343
5507,Santa Maria 282 ,-30.064571,-51.167134
6408,Francisco Massena Vieira Df 222 ,-30.072712,-51.21941
2652,Saibreira 65 Df Praca,-30.077537,-51.172884
2653,Saibreira Al 10 Escola,-30.076284,-51.173312
1971,Sargento Mario Lopes 452 ,-30.068956,-51.184371
2626,Sargento Mario Lopes 34 ,-30.070657,-51.181925
5905,Sargento Mario Lopes Df 42/Al 28 ,-30.070088,-51.182726
2649,Luiz Moschetti 947 ,-30.073916,-51.173323
2640,Luiz Moschetti 620 ,-30.072217,-51.175698
2668,Luiz Moschetti 730 ,-30.073002,-51.17451
2639,Luiz Moschetti 619 ,-30.072333,-51.175662
555,Pereira Passos 1047 ,-30.103211,-51.254205
556,Pereira Passos Df 1025 ,-30.10311,-51.254289
557,Pereira Passos 742 ,-30.102258,-51.256834
520,Pereira Passos Al 520 ,-30.101488,-51.25916
552,Pereira Passos Df 848 Praça,-30.102525,-51.256281
512,Pereira Passos 331 ,-30.100863,-51.261318
510,Pereira Passos 104 ,-30.100119,-51.263347
518,Pereira Passos Al 382 ,-30.1011,-51.260366
1642,Siqueira Campos 1185 ,-30.028158,-51.229879
1532,Siqueira Campos Al 867 ,-30.029176,-51.232883
1529,Siqueira Campos 627 Agência De Correios,-30.030096,-51.2356
1527,Siqueira Campos Al Tce Tribunal De Contas,-30.03045,-51.236599
784,Dr Mario Totta 2291 ,-30.108763,-51.238027
779,Dr Mario Totta 2129 ,-30.10928,-51.239484
753,Dr Mario Totta 1981 ,-30.109809,-51.24099
734,Dr Mario Totta 1426 ,-30.111643,-51.246361
741,Dr Mario Totta 1646 ,-30.110851,-51.244192
732,Dr Mario Totta 1252 ,-30.112244,-51.248065
543,Dr Mario Totta 1100/1110 ,-30.112754,-51.249486
522,Dr Mario Totta 648 ,-30.114385,-51.253986
539,Dr Mario Totta Sn ,-30.113481,-51.251489
2472,Barcellos 2258 ,-30.089668,-51.179476
2646,Dr Manoel Jose Lopes Fernandes 236 ,-30.075485,-51.174527
2648,Ten Castelo 78 ,-30.074794,-51.173398
637,Dona Paulina Df 471/Df 481 ,-30.115756,-51.247618
634,Dona Paulina Df 370 ,-30.114836,-51.248175
635,Dona Paulina 340 ,-30.114699,-51.248146
636,Dona Paulina 463 ,-30.115708,-51.247736
6579,Jaguari 75 ,-30.081492,-51.234294
902,Joao Mora 318 ,-30.108384,-51.232286
901,Joao Mora 480 ,-30.109815,-51.23157
900,Joao Mora 385 ,-30.108985,-51.232073
802,Joao Mora 192 ,-30.107239,-51.232884
801,Joao Mora 181/Df 172 ,-30.107197,-51.232957
2625,Presidio 1100 Presidio,-30.070941,-51.182256
1965,Presidio Sn Entrada Bm Choque,-30.070108,-51.185525
1964,Presidio 150 Canil Do Boe-bm,-30.069609,-51.186462
1968,Presidio Al 314 Bm Choque,-30.070566,-51.184484
899,Cel Hilario Pereira Fortes Df 84 ,-30.111974,-51.230517
1950,Mario De Artagao 388 ,-30.067454,-51.191651
1932,Mario De Artagao Al 335 ,-30.067189,-51.192164
1931,Mario De Artagao Nn 223 Ferragem Alternativa,-30.066477,-51.193187
1951,Mario De Artagao Nn 455/Df 418 E E De Ensino Fundamental Jose C,-30.067641,-51.191519
1927,Mario De Artagao 102 ,-30.065815,-51.193984
2638,Cel Rego Df 32 ,-30.072706,-51.177022
2637,Cel Rego 25 ,-30.072299,-51.176792
895,Dante Gabriel Guimaraens Esq. Rua Bondade ,-30.112137,-51.231483
2183,Independencia 993 Cruz Vermelha,-30.029284,-51.210979
4608,Taquara 1572 ,-30.109665,-51.102055
4618,Taquara Df 1296 ,-30.11214,-51.100747
4560,Taquara 849 ,-30.116029,-51.101513
4513,Taquara 208/238 ,-30.121745,-51.103265
4517,Taquara 675 ,-30.1175,-51.102239
6220,Schneider 1501 ,-30.16274,-51.168726
290,Schneider 916 ,-30.163666,-51.172458
5155,Comendador Castro 464 ,-30.135454,-51.225476
668,Tramandai 899/Al 869 ,-30.136996,-51.225576
5154,Comendador Castro 515 ,-30.135418,-51.225267
665,Tramandai Df 667 ,-30.135429,-51.227336
6132,Tramandai 850/Df 841 ,-30.136471,-51.225864
666,Tramandai 667 ,-30.135555,-51.22726
659,Tramandai 480 ,-30.134676,-51.228765
5325,Tramandai 336/Df 315 ,-30.133939,-51.230156
655,Tramandai 175 ,-30.133099,-51.2319
654,Tramandai 142/Al 128 ,-30.132854,-51.2322
133,Celestino Bertolucci 510 ,-30.161039,-51.199606
135,Celestino Bertolucci 290 ,-30.158921,-51.198926
658,Tramandai 395 ,-30.134239,-51.22975
134,Celestino Bertolucci 315 ,-30.1591,-51.199067
137,Celestino Bertolucci 145 ,-30.157469,-51.198467
136,Celestino Bertolucci Df 185 ,-30.157875,-51.198599
138,Celestino Bertolucci Al 65 ,-30.15676,-51.197895
139,Celestino Bertolucci Df 25 ,-30.156519,-51.197621
441,Barro Vermelho 908/Df 761 ,-30.163276,-51.141703
416,Barro Vermelho 575 ,-30.162967,-51.143483
4585,Taquara Df 4085 ,-30.104898,-51.115112
4586,Taquara 4909/4046 ,-30.104818,-51.115029
4587,Taquara 3986 ,-30.105138,-51.11363
4589,Taquara 28 ,-30.105175,-51.112553
5935,Taquara 1726 ,-30.108555,-51.103464
4617,Taquara 1296 ,-30.112168,-51.100834
5138,Taquara Df Escola Escola São Pedro,-30.113184,-51.100877
4562,Taquara 933 ,-30.115244,-51.101152
4518,Taquara 728 ,-30.117208,-51.10216
4561,Taquara Df 921 ,-30.115278,-51.101254
4514,Taquara 516 ,-30.119347,-51.102906
4512,Taquara 147 ,-30.121859,-51.103199
6209,Taquara Al 57 ,-30.123033,-51.103503
6118,Dom Pedro Ii 162 ,-30.008679,-51.189868
2284,Ijui 578 ,-30.038545,-51.187356
1567,Washington Luiz Df 1118 ,-30.037559,-51.228927
322,Schneider 2240 ,-30.16059,-51.160915
318,Schneider 1872 ,-30.161489,-51.164291
304,Schneider 1516 ,-30.162826,-51.169323
6201,Schneider Al 797 ,-30.164322,-51.174599
5110,Schneider 764 ,-30.164411,-51.175238
289,Schneider Df 978 ,-30.163524,-51.171652
6392,Schneider 636 ,-30.164267,-51.176883
258,Schneider 490 ,-30.163826,-51.178171
6393,Schneider Al 697 ,-30.164366,-51.176824
274,Schneider 300 ,-30.163095,-51.180286
273,Schneider Df 320 ,-30.163259,-51.180044
268,Schneider 80 ,-30.162306,-51.18248
5108,Schneider Df 440 ,-30.163775,-51.178545
269,Schneider Df 110 ,-30.162488,-51.182191
4655,Delegado Ely Correa Prado 915 E E Marris E Barros,-30.035797,-51.107174
4656,Delegado Ely Correa Prado 1340 ,-30.034263,-51.106571
4654,Delegado Ely Correa Prado 714 E E Mariz E Barros,-30.035986,-51.107381
4660,Delegado Ely Correa Prado 480 ,-30.037271,-51.105143
4661,Delegado Ely Correa Prado 150 ,-30.038939,-51.104384
4653,Delegado Ely Correa Prado 549 ,-30.037281,-51.105822
536,Wenceslau Escobar 2247 ,-30.108168,-51.25396
5828,Dr Joao Dentice Df 499 ,-30.160233,-51.140587
2383,Gedeon Leite 3583 ,-30.13999,-51.174409
4229,Martins Bastos 787 ,-29.987715,-51.126665
4226,Martins Bastos 635 ,-29.987815,-51.128421
4219,Martins Bastos 427 ,-29.987944,-51.130517
4218,Martins Bastos 366 ,-29.987906,-51.131128
4958,Donario Braga 133 ,-29.998102,-51.101052
4884,Dois Vila Santa Rosa Df 98 ,-29.998042,-51.102992
4885,Donario Braga 102 ,-29.998054,-51.102646
4883,Donario Braga 49 ,-29.997663,-51.104675
4882,Donario Braga 54 ,-29.997592,-51.104657
4876,Donario Braga 11 ,-29.997275,-51.106362
4875,Donario Braga 18 ,-29.997239,-51.106194
4957,Donario Braga 124 ,-29.998057,-51.101478
814,Cel Massot 878 ,-30.099069,-51.239933
6303,Cel Massot 903 ,-30.09907,-51.239647
5037,Elvira Dendena Df 372 ,-30.161101,-51.173484
5459,Elvira Dendena 492 ,-30.161013,-51.17204
292,Elvira Dendena Df 514 ,-30.161083,-51.171889
5102,Oscar Antunes De Oliveira 266 ,-30.162624,-51.171096
5100,Oscar Antunes De Oliveira Df 142 ,-30.163029,-51.172272
5105,Mario Vieira Marques 48 ,-30.161998,-51.169843
657,Conselheiro Xavier Da Costa 2782 ,-30.131209,-51.231027
672,Conselheiro Xavier Da Costa 3260/Df 3279 ,-30.132582,-51.226126
671,Conselheiro Xavier Da Costa 3279 ,-30.132776,-51.225877
314,Joao Antonio Silveira 165 ,-30.165139,-51.153745
2376,Gedeon Leite 2500/Df 2397 ,-30.144369,-51.175877
286,Gedeon Leite 1076 ,-30.152286,-51.180452
285,Gedeon Leite 1055 ,-30.152159,-51.180175
5103,Oscar Antunes De Oliveira 269 ,-30.162663,-51.170953
6576,Oscar Antunes De Oliveira 138 ,-30.162975,-51.172347
5107,Mario Vieira Marques Al 109 ,-30.161088,-51.169823
5106,Mario Vieira Marques 15 ,-30.162162,-51.169789
660,Conselheiro Xavier Da Costa Df 2852 ,-30.131511,-51.230242
4297,Otaviano Jose Pinto 2256 ,-30.237102,-51.092643
670,Conselheiro Xavier Da Costa 3094/Al 3080 ,-30.132113,-51.227784
669,Conselheiro Xavier Da Costa 3045 ,-30.132094,-51.228125
2382,Gedeon Leite 2545 ,-30.14099,-51.175003
6115,Gedeon Leite Df 3265 ,-30.142881,-51.175474
6575,Gedeon Leite Df 2925 ,-30.145629,-51.175987
6114,Gedeon Leite 3325 ,-30.142342,-51.175352
6574,Gedeon Leite Df 2875 ,-30.146319,-51.175719
6573,Gedeon Leite 1530 ,-30.151202,-51.177705
2375,Gedeon Leite Df 2805 ,-30.147057,-51.175416
283,Gedeon Leite Df 819 ,-30.154064,-51.182546
282,Gedeon Leite 859 ,-30.153938,-51.182079
281,Gedeon Leite Al 624 ,-30.155713,-51.182998
6571,Gedeon Leite Df 624 ,-30.155569,-51.182909
278,Gedeon Leite 615 ,-30.156121,-51.182931
276,Gedeon Leite 393 ,-30.158469,-51.182988
6570,Gedeon Leite Df 595 ,-30.156438,-51.183022
275,Gedeon Leite 390 ,-30.158443,-51.183071
6569,Gedeon Leite Df 235 ,-30.159809,-51.183102
272,Gedeon Leite 225 ,-30.159931,-51.18302
271,Gedeon Leite 105 ,-30.161181,-51.183057
270,Gedeon Leite Nn 90/Df 99 ,-30.161218,-51.183141
6568,Monte Cristo Df 1018 ,-30.122478,-51.220111
494,Wenceslau Escobar 3229 ,-30.116328,-51.25371
740,Liberal 1010 ,-30.114594,-51.243508
640,Liberal 840 ,-30.115103,-51.245002
5241,Farrapos 464 ,-30.025032,-51.215143
326,Edgar Pires De Castro 3175/Df 3130 ,-30.158401,-51.161251
538,Nossa Senhora De Lourdes Df 327 ,-30.113944,-51.251606
549,Jose Gomes Df Escola ,-30.108161,-51.249637
387,Edgar Pires De Castro 5800 ,-30.176828,-51.144313
1254,Marechal Mesquita Esq. Av.clem. Ba ,-30.08433,-51.208494
6096,Gaurama 187 ,-30.099047,-51.228354
639,Liberal 638 ,-30.115675,-51.246539
638,Liberal Nn 643/Df 658 ,-30.115673,-51.246329
6075,Liberal 879 ,-30.115059,-51.24469
641,Liberal 1015 ,-30.114663,-51.243484
904,Liberal 3092 ,-30.109857,-51.230373
743,Liberal Al 1116/Df 1115 ,-30.114214,-51.242423
1063,Dr Pitrez 224 ,-30.143664,-51.211139
3687,Farrapos 4700 Posto Br,-29.996929,-51.191425
5552,Farrapos 4211 ,-29.997434,-51.195554
3688,Farrapos 4785 ,-29.996671,-51.19056
5240,Farrapos Df 4211 ,-29.997389,-51.196212
3655,Farrapos Metrop/Conorte ,-29.997418,-51.196824
5785,Farrapos T2/T2a ,-29.99741,-51.19665
3650,Farrapos 3857 ,-29.9989,-51.198101
3609,Farrapos 3452 ,-30.002266,-51.1995
3608,Farrapos Df 3345 ,-30.003479,-51.199972
3611,Farrapos 3601 ,-30.001413,-51.199101
3607,Farrapos 3301 ,-30.003747,-51.199989
6137,Cairu Sn Box 6,-30.004648,-51.199791
6136,Cairu Sn Box 5,-30.004626,-51.199859
5749,Cairu Sn Box 4,-30.004607,-51.199916
6139,Cairu Sn Box 2,-30.004556,-51.200087
3567,Farrapos Df 3045 ,-30.006008,-51.200943
3563,Farrapos 2955 ,-30.006864,-51.201186
3562,Farrapos 2818 ,-30.007767,-51.201626
5751,Cairu Sn Box 1,-30.004534,-51.200175
5242,Farrapos 2664 ,-30.009141,-51.202157
5247,Farrapos 2643 ,-30.009485,-51.202201
3544,Farrapos 2234 ,-30.012742,-51.203563
3546,Farrapos 2377 ,-30.011806,-51.203094
5246,Farrapos 2181 ,-30.013058,-51.203662
3533,Farrapos 1811 ,-30.015693,-51.206407
5244,Farrapos Df 1779 Esq Alvaro Chaves,-30.015994,-51.206879
3532,Farrapos 1714 ,-30.016365,-51.207313
5553,Farrapos 1655 ,-30.016822,-51.207728
5243,Farrapos 2206 ,-30.013067,-51.203765
2204,Farrapos 1215 ,-30.019925,-51.210363
2201,Farrapos Df 1057 ,-30.021047,-51.211203
2193,Farrapos Al 827 ,-30.02279,-51.21277
6567,Farrapos 700 ,-30.023726,-51.2138
2192,Farrapos Df 700 ,-30.023725,-51.21369
5245,Farrapos 1326 ,-30.019188,-51.209979
2189,Farrapos 558 ,-30.024694,-51.214762
1664,Farrapos 285 ,-30.02612,-51.216503
1660,Farrapos 64 ,-30.026507,-51.218536
6001,Farrapos 312 ,-30.026013,-51.216473
3463,Ten Ary Tarrago 2690 ,-30.018529,-51.131263
1252,Costa Lima 564 ,-30.08743,-51.209629
1072,Dr Pitrez Al 796 ,-30.138249,-51.209672
4066,Dona Alzira Df 655 ,-30.004332,-51.138237
1615,Jose Do Patrocinio Df 1280 Metroplan,-30.044841,-51.218209
1613,Jose Do Patrocinio 987 ,-30.042922,-51.220047
1601,Jose Do Patrocinio Al 847 ,-30.041852,-51.221117
1582,Jose Do Patrocinio Df 230 ,-30.037598,-51.225545
516,Copacabana Df 255 ,-30.105237,-51.258578
515,Copacabana 255 ,-30.105339,-51.258682
513,Copacabana Nn 41/Df 40 ,-30.105775,-51.260341
1864,Monsenhor Veras 493 ,-30.049403,-51.200664
5147,Dr Joao Dentice Nn 530/Al 840 ,-30.162594,-51.139144
6566,Doze De Outubro 34 ,-30.063129,-51.186823
1073,Dr Pitrez 924 ,-30.137398,-51.209478
5683,Gen Salustiano Df 388 ,-30.035109,-51.240052
6564,Otaviano Pinto 258 ,-30.215825,-51.050307
3921,Alianca 357 ,-30.007074,-51.154528
6563,Sao Joao-cel Aparicio Borges Df 55 ,-30.073905,-51.181422
6562,Sao Jorge-cel Aparicio Borges 6 ,-30.073467,-51.181673
2199,Cristovao Colombo 718 ,-30.02435,-51.21098
2200,Cristovao Colombo 771 ,-30.024042,-51.210495
2138,Domingos Crescencio 708/Df 709 ,-30.047177,-51.203293
2137,Domingos Crescencio 687 ,-30.047399,-51.203529
2133,Leopoldo Bier Df 798 ,-30.044943,-51.204875
3389,Nilo Ruschel Al 483 Df Praça,-30.036949,-51.132034
3143,Bento Goncalves Df 6647 ,-30.066286,-51.150341
2810,Bento Goncalves 6117 Rampa Compensados,-30.065211,-51.154511
2782,Bento Goncalves  ,-30.063409,-51.159812
2811,Bento Goncalves 6146 Rampa Compensados,-30.065184,-51.154193
2781,Bento Goncalves 5690 Ee Caldas Júnior,-30.063608,-51.159264
3142,Bento Goncalves 6647 ,-30.066668,-51.150432
699,Fe Df 361 Praça Jairo Domingo,-30.115239,-51.228353
6243,Torquato Severo Esq. Jaime Vigno ,-29.979652,-51.175038
3459,Ten Ary Tarrago Al 2500 ,-30.02014,-51.131334
3388,Nilo Ruschel Df 483/500 Na Praça,-30.03692,-51.132109
2175,Garibaldi 816 ,-30.027955,-51.214988
2442,Prof Oscar Pereira Hospital Hospital Parque Belém,-30.106166,-51.173103
5473,Prof Oscar Pereira Hospital Hospital Parque Belém,-30.105935,-51.172994
2443,Prof Oscar Pereira 7790 ,-30.104628,-51.172515
2444,Prof Oscar Pereira Df 7790 ,-30.104343,-51.172493
2445,Prof Oscar Pereira 7850 ,-30.103683,-51.171879
2448,Prof Oscar Pereira 7401 ,-30.102333,-51.171851
2451,Prof Oscar Pereira 7086 ,-30.09939,-51.172808
2450,Prof Oscar Pereira Al 7135 ,-30.099867,-51.172843
2449,Prof Oscar Pereira 7490 ,-30.101812,-51.172086
2446,Prof Oscar Pereira Df 6886 ,-30.098383,-51.174407
2447,Prof Oscar Pereira 6906 ,-30.098377,-51.174249
2464,Prof Oscar Pereira 6720 ,-30.097672,-51.175959
2460,Prof Oscar Pereira 6336 ,-30.096334,-51.177732
2459,Prof Oscar Pereira Df 6336 ,-30.096339,-51.177824
6560,Sao Caetano 1601 ,-30.18176,-51.077585
5753,Sao Caetano 2002/2004 Reserva Indígena,-30.17997,-51.067961
72,Retiro Da Ponta Grossa 3541 ,-30.184996,-51.209548
3208,Bento Goncalves Df 9935 ,-30.078325,-51.118945
3206,Bento Goncalves 9483 ,-30.076789,-51.123227
3205, 9500 Entrada Colégio Aplicação - Ufrgs,-30.075914,-51.124634
3197,Bento Goncalves 8855 ,-30.076745,-51.129393
3201,Bento Goncalves Df 9099 ,-30.076859,-51.127053
3196,Bento Goncalves Df 8843 ,-30.076622,-51.129599
3207,Bento Goncalves Df 9493 ,-30.076733,-51.123116
3200,Bento Goncalves 9099 ,-30.076931,-51.127059
3149,Bento Goncalves Al 8333 ,-30.075216,-51.134515
3150,Bento Goncalves 8426 ,-30.074946,-51.134852
3152,Bento Goncalves 7712 ,-30.071866,-51.139609
3147,Bento Goncalves 7235 ,-30.069197,-51.14325
3148,Bento Goncalves 7500 ,-30.068987,-51.143547
3146,Bento Goncalves 6926 ,-30.068018,-51.146542
3145,Bento Goncalves 6881 ,-30.067952,-51.146946
3151,Bento Goncalves Df 7712 ,-30.071857,-51.139745
2695,Bento Goncalves 3626 ,-30.063599,-51.178855
2696,Bento Goncalves 3819 ,-30.062834,-51.178051
5601,Bento Goncalves 3480 ,-30.06459,-51.181402
2025,Bento Goncalves 2941 ,-30.063199,-51.185856
2023,Bento Goncalves 3080 8º Batalhão De Logística,-30.063399,-51.185326
5658,Bento Goncalves 2695 ,-30.06206,-51.188153
5600,Bento Goncalves 2673 ,-30.061941,-51.188403
2014,Bento Goncalves 2460/Df 2551 ,-30.061371,-51.189397
2022,Bento Goncalves Df 2727 ,-30.062291,-51.187492
1978,Bento Goncalves 2018 ,-30.058602,-51.194104
1979,Bento Goncalves 2199 ,-30.059436,-51.19283
1983,Bento Goncalves 1638 ,-30.056534,-51.197358
1854,Bento Goncalves 1515 ,-30.05512,-51.199261
1981,Bento Goncalves 1272/Df 1275 ,-30.05432,-51.200116
5595,Bento Goncalves 1015 ,-30.053384,-51.202979
1845,Bento Goncalves Df 880 Escolinha Girafinha,-30.05282,-51.204522
1984,Bento Goncalves 1781 ,-30.057237,-51.196377
5539,Bento Goncalves 587/Al 583 ,-30.051892,-51.207038
5538,Bento Goncalves 461 ,-30.051423,-51.208413
1802,Bento Goncalves 343 ,-30.051143,-51.209632
1844,Bento Goncalves Df 725/717 ,-30.052382,-51.205508
6559,Faria Lobato 1120 ,-29.984145,-51.123635
6558,Faria Lobato Df 1120 ,-29.984213,-51.123452
6556,Assis Brasil 6661 ,-29.993214,-51.128418
4390,Sao Caetano Df 1976 ,-30.181196,-51.073189
4388,Sao Caetano 1613 ,-30.182768,-51.07826
4387,Sao Caetano Df 1600 Fazenda Das Figueiras,-30.182837,-51.078388
4386,Sao Caetano 2933 ,-30.187934,-51.082222
4382,Sao Caetano 1203/Df 1230 ,-30.190135,-51.086406
4379,Sao Caetano 975 ,-30.190626,-51.087406
4322,Sao Caetano 200 ,-30.218399,-51.098027
4323,Sao Caetano 117/Df 244 ,-30.21773,-51.097652
4366,Sao Caetano Sn ,-30.207949,-51.090845
4781,Paraiso Df 57 ,-30.046615,-51.085256
5225,B Um Lot Do Bosque 323 Dmae,-29.987178,-51.092844
5878,Baltazar De Oliveira Garcia S/N ,-30.014771,-51.100273
2791,Ipiranga 7348 Moda Casa,-30.055464,-51.164658
2795,Ipiranga 7635 Lojas Todeschini,-30.056015,-51.160975
4367,Taquara 2150 ,-30.195098,-51.098732
4370,Taquara 2222 ,-30.190261,-51.094438
6555,Taquara 1516 ,-30.198255,-51.10224
4362,Taquara 1109 ,-30.199083,-51.104548
6554,Taquara Df 1414 ,-30.198849,-51.103152
4360,Taquara 1029 ,-30.200643,-51.108242
4359,Taquara 673 ,-30.201099,-51.109598
4356,Taquara 201/Dmae 443 ,-30.202677,-51.112363
1568,Washington Luiz 815 ,-30.036703,-51.232467
1518,Washington Luiz Df 608 Escola Tecnica Parobe,-30.036291,-51.234303
1513,Washington Luiz Df 388 ,-30.036031,-51.236193
1514,Washington Luiz 370 ,-30.036015,-51.236547
1508,Washington Luiz 238 Esq. Gen Vasco Alves,-30.036254,-51.237989
1507,Washington Luiz Df 152 ,-30.036367,-51.238774
1510,Washington Luiz Df 258 ,-30.036267,-51.237608
1503,Washington Luiz 70 ,-30.036035,-51.239574
1364,Correa Lima 1831 ,-30.072279,-51.230797
1365,Correa Lima 1790 ,-30.07217,-51.229985
1371,Correa Lima 1551 ,-30.07125,-51.228072
1366,Correa Lima Df 1642 ,-30.071677,-51.229239
1382,Correa Lima Df 1238 Claro Digital,-30.069507,-51.224767
1411,Correa Lima 1101 ,-30.067965,-51.224285
1412,Correa Lima 825 ,-30.066712,-51.224002
1463,Correa Lima 720 ,-30.065403,-51.223541
1462,Correa Lima 715 ,-30.065199,-51.223568
1465,Correa Lima 573 ,-30.064111,-51.223256
1464,Correa Lima 640 ,-30.064403,-51.223257
1477,Correa Lima Df 127 Cpoer,-30.061556,-51.220324
4031,Joaquim Silveira 200 ,-30.007869,-51.142876
1466,Correa Lima 181 ,-30.061737,-51.220871
4032,Joaquim Silveira 305 ,-30.007141,-51.142717
4058,Joaquim Silveira 479 ,-30.005682,-51.142568
4062,Joaquim Silveira Al 781 Enfrente A Gkn,-30.002974,-51.142307
4063,Joaquim Silveira Df 791 ,-30.00268,-51.14239
4065,Joaquim Silveira 1015 ,-30.000817,-51.142404
4064,Joaquim Silveira 984 ,-30.001019,-51.142473
4059,Joaquim Silveira 554 ,-30.0047,-51.14255
6552,Joaquim Silveira Ef 1288 ,-29.998128,-51.142548
3466,G Jardim Passo Das Pedras Ii 172 ,-30.023797,-51.128016
4096,Joaquim Silveira Ef 1288 ,-29.998135,-51.142628
3454,G Jardim Passo Das Pedras Ii 105/107 Igreja Assembleia De Deus,-30.025815,-51.128624
3465,G Jardim Passo Das Pedras Ii 147/149 Minimercado Japao,-30.023992,-51.127981
3385,Nilo Ruschel 175 ,-30.039711,-51.132294
6551,Nilo Ruschel 174 ,-30.039818,-51.132386
3394,Nilo Ruschel 672 ,-30.034831,-51.131913
3396,Nilo Ruschel 818 ,-30.033573,-51.131965
